category,agency,description,locationType,address,borough,lat,lng,frequency
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.811566996819884,-73.94272023562813,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, ARDEN STREET,MANHATTAN,40.86194011975497,-73.92713495543542,3
human,3-1-1 Call Center,People Created Noise,Home,272 WEST 77 STREET,MANHATTAN,40.78278755557527,-73.9815806149476,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,322 EAST 116 STREET,MANHATTAN,40.79668762722253,-73.93705184870295,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.68322951461715,-73.90712474828433,3
human,3-1-1 Call Center,People Created Noise,Home,1864 TROUTMAN STREET,QUEENS,40.71106168727445,-73.91826783078447,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,609 SUTTER AVENUE,BROOKLYN,40.66919734323511,-73.8964524840768,13
human,New York City Police Department,Loud Talking,Park/Playground, 38 STREET,BROOKLYN,40.637976462781516,-73.98039193006078,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,148 HOYT STREET,BROOKLYN,40.68577512863213,-73.9883608563112,5
human,New York City Police Department,Loud Music/Party,House of Worship, WEST 23 STREET,MANHATTAN,40.74469471406942,-73.9970659875166,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,589 FORT WASHINGTON AVENUE,MANHATTAN,40.85465602459483,-73.93704036428274,15
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,716 9 AVENUE,MANHATTAN,40.76270804252969,-73.98950256353436,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,215 MOUNT HOPE PLACE,BRONX,40.84830248020287,-73.90551714660197,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,817 CASTLETON AVENUE,STATEN ISLAND,40.63473648442826,-74.10957218330407,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,689 6 AVENUE,BROOKLYN,40.660655143628304,-73.99054225150822,4
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,3999 HYLAN BOULEVARD,STATEN ISLAND,40.54208055493552,-74.14621272594313,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,40-26 28 STREET,QUEENS,40.75225291765778,-73.93679787652677,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,189 WEST 10 STREET,MANHATTAN,40.734212497361966,-74.00329077299581,13
human,3-1-1 Call Center,People Created Noise,Home,32-15 31 AVENUE,QUEENS,40.76387639180453,-73.92246271595423,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,382 WADSWORTH AVENUE,MANHATTAN,40.85668814238739,-73.92935305837368,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, 105 STREET,QUEENS,40.68875957140712,-73.83926941114711,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.67797683876896,-73.91911956226446,3
human,New York City Police Department,Loud Talking,Park/Playground,,MANHATTAN,40.85926003122371,-73.93416924022979,12
human,New York City Police Department,Loud Talking,Park/Playground,,QUEENS,40.66462813655636,-73.84991771305361,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1779 EASTBURN AVENUE,BRONX,40.846185863568984,-73.90836466969787,10
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1817 PUTNAM AVENUE,QUEENS,40.7018456565922,-73.90511881520051,8
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, EAST 114 STREET,MANHATTAN,40.794345521588,-73.93551192549795,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, EAST 98 STREET,MANHATTAN,40.787480219073856,-73.95071807953795,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,2565 COLDEN AVENUE,BRONX,40.86399121071574,-73.85967031411968,16
human,New York City Police Department,Loud Music/Party,Park/Playground, EAST 7 STREET,MANHATTAN,40.72556247118773,-73.98237572409988,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,679 FLATBUSH AVENUE,BROOKLYN,40.65662476260952,-73.96009532459026,41
human,New York City Police Department,Loud Talking,Street/Sidewalk,53 WEST 105 STREET,MANHATTAN,40.798114917263995,-73.96226064035416,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, 2 AVENUE,MANHATTAN,40.7514349567932,-73.97103587582953,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,765 EAST 183 STREET,BRONX,40.851408547926766,-73.88348135765057,5
human,New York City Police Department,Loud Music/Party,Store/Commercial,,MANHATTAN,40.80441983687725,-73.95536877183133,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,214 BEACH 96 STREET,QUEENS,40.585499251285114,-73.81815750049864,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,2976 MARION AVENUE,BRONX,40.86929876186837,-73.88372841365039,3
human,New York City Police Department,Loud Talking,Street/Sidewalk, DYCKMAN STREET,MANHATTAN,40.86586537236765,-73.92766574084868,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.70110378324054,-73.9223842510617,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,599 WEST 190 STREET,MANHATTAN,40.854827281927584,-73.92943094675587,3
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,162 BLEECKER STREET,MANHATTAN,40.72860226543579,-74.00006494399899,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BROOKLYN,40.717280828183625,-73.95832024813635,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,1050 WYCKOFF AVENUE,QUEENS,40.69504519364207,-73.90311263480845,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.82144605015569,-73.95037859121894,10
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,,BROOKLYN,40.69970014888677,-73.94424449890958,3
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,302 BROOME STREET,MANHATTAN,40.71873459787113,-73.99221148140744,8
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.79236257545369,-73.9641743612929,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,508 9 AVENUE,MANHATTAN,40.7561292284094,-73.99429700430439,14
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,180 EAST 101 STREET,MANHATTAN,40.788650875878126,-73.94766931405103,14
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,355 WEST 16 STREET,MANHATTAN,40.74173312459783,-74.00308183921501,6
human,New York City Police Department,Loud Music/Party,House of Worship,,QUEENS,40.58774206277285,-73.80986687831003,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.708899709495455,-73.9547185546482,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1490 2 AVENUE,MANHATTAN,40.77242187913441,-73.95570792963674,11
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,502 EAST 184 STREET,BRONX,40.85546514967824,-73.89186439852256,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,701 EAST 220 STREET,BRONX,40.88415104496098,-73.8619820671469,3
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,28-18 31 STREET,QUEENS,40.76801682643679,-73.92043621896038,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, MYRTLE AVENUE,BROOKLYN,40.6939350187758,-73.96165247668407,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,1034 LAFAYETTE AVENUE,BROOKLYN,40.69228990320875,-73.93029173053993,4
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,320 EAST 86 STREET,MANHATTAN,40.7775746141321,-73.95105398005762,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,339 EAST 115 STREET,MANHATTAN,40.79564992822559,-73.93670250136257,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,30-19 ASTORIA BOULEVARD,QUEENS,40.77023889084505,-73.91875118438817,15
human,New York City Police Department,Loud Talking,House of Worship,1387 EAST 96 STREET,BROOKLYN,40.63856272032505,-73.89634868972949,13
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,440 BERRY STREET,BROOKLYN,40.70830246922172,-73.96592560352893,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BRONX,40.87384301965116,-73.86285681254999,2
human,New York City Police Department,Loud Talking,Street/Sidewalk,762 ST MARKS AVENUE,BROOKLYN,40.67509232279683,-73.94807566801825,1
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.80050730364372,-73.96797330597805,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,265 UNION AVENUE,BROOKLYN,40.708052650170465,-73.95065056015358,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.740891562866686,-73.92200229482876,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.74379669398181,-73.98901113454961,6
human,New York City Police Department,Loud Music/Party,Park/Playground,,BROOKLYN,40.66023485889602,-73.93711213038945,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,9 DOYER STREET,MANHATTAN,40.71444753045363,-73.99813145292558,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,143 ROEBLING STREET,BROOKLYN,40.714360155666945,-73.95764391536737,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1855 GRAND CONCOURSE,BRONX,40.84822967357868,-73.90711846937704,21
human,New York City Police Department,Loud Talking,Street/Sidewalk,758 JEFFERSON AVENUE,BROOKLYN,40.68589818771922,-73.92724078678785,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.76389308093824,-73.91499378600639,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,STATEN ISLAND,40.6351500459439,-74.14066993252156,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.769524718686306,-73.93522548140903,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,32 MULBERRY STREET,MANHATTAN,40.71461497533741,-73.99959598880683,32
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1020 EAST 48 STREET,BROOKLYN,40.63684290054418,-73.9307531916987,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.72839362151153,-74.0031281261585,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, BROADWAY,MANHATTAN,40.79878657887324,-73.96877234256098,10
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,4530 BROADWAY,MANHATTAN,40.85866294920167,-73.93162121628747,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1410 PROSPECT PLACE,BROOKLYN,40.67319971131573,-73.92980698277435,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.79318721548483,-73.94056192598961,13
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,25 ELLIOT PLACE,BRONX,40.83932541436865,-73.9173838378422,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,3485 BROADWAY,MANHATTAN,40.82470459890641,-73.95172027586025,29
human,3-1-1 Call Center,People Created Noise,Home,269 WEST 146 STREET,MANHATTAN,40.823090909729544,-73.9404195954357,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.722933782174906,-73.98864298220137,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,975 HOME STREET,BRONX,40.82866185749667,-73.8905926707663,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.86758287249566,-73.91841531640179,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.75791128625207,-73.97765304347091,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,1965 SCHIEFFELIN AVENUE,BRONX,40.88553953714669,-73.84243911482416,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.77686823948234,-73.95540890168907,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,82 GROVE STREET,BROOKLYN,40.69246545837664,-73.92159015858026,13
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.748891258441795,-74.00702330623152,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,2211 DITMAS AVENUE,BROOKLYN,40.640292083776195,-73.95673247294093,3
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,179 WEST 4 STREET,MANHATTAN,40.73247510111387,-74.0017896719826,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.69132925572063,-73.95175915670987,13
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,773 SAINT NICHOLAS AVENUE,MANHATTAN,40.82641066024149,-73.94316996068243,5
human,New York City Police Department,Loud Talking,House of Worship,24 MOUNT HOPE PLACE,BRONX,40.84924499752697,-73.91031231003868,4
human,3-1-1 Call Center,People Created Noise,Home,509 WEST 212 STREET,MANHATTAN,40.86781790283101,-73.91699411497687,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,3407 DEKALB AVENUE,BRONX,40.880520485727956,-73.882414172229,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,176 AUDOBON AVENUE,MANHATTAN,40.84399491410329,-73.9358143777115,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,3181 HARKNESS AVENUE,BROOKLYN,40.58656823185215,-73.92910596751956,17
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1136 1 AVENUE,MANHATTAN,40.761724594021864,-73.96042221538694,18
human,New York City Police Department,Loud Talking,Street/Sidewalk,9605 CHURCH AVENUE,BROOKLYN,40.655799036450844,-73.91531893407193,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,70-01 BEACH CHANNEL DRIVE,QUEENS,40.592661765626325,-73.7991661001315,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1401 NOSTRAND AVENUE,BROOKLYN,40.65226747042443,-73.9497187788472,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,640 PROSPECT AVENUE,BRONX,40.81522691620823,-73.90339648507769,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,765 STANLEY AVENUE,BROOKLYN,40.660665219040204,-73.88088061248384,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,137 MACDONOUGH STREET,BROOKLYN,40.68131689032271,-73.94116639929229,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.62856535018501,-74.02897564670356,18
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.72500663244907,-73.99934337943937,5
human,New York City Police Department,Loud Talking,Park/Playground,711 FDR DRIVE,MANHATTAN,40.72046681836017,-73.9749238534032,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,45 WEST 81 STREET,MANHATTAN,40.782596484166675,-73.97302638450039,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.76351645734001,-73.91419287044528,10
human,New York City Police Department,Loud Talking,Street/Sidewalk, 65 STREET,QUEENS,40.748025741783614,-73.89812726934723,26
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,2230 PROSPECT AVENUE,BRONX,40.849417158256536,-73.88474271158991,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1020 EAST 48 STREET,BROOKLYN,40.63684290054418,-73.9307531916987,16
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,139 WEST 10 STREET,MANHATTAN,40.73460504260522,-74.00059898194664,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.81602550221721,-73.93945770643693,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,98 WEST 183 STREET,BRONX,40.85996986749393,-73.90849028259625,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,60-15 WOODSIDE AVENUE,QUEENS,40.745074926920005,-73.9042849463107,9
human,New York City Police Department,Loud Music/Party,Park/Playground,,BRONX,40.81853318944905,-73.89889365252449,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,258 JAMAICA AVENUE,BROOKLYN,40.68081718662283,-73.89179426953243,7
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,143 FORT GEORGE AVENUE,MANHATTAN,40.85702748211805,-73.9277331922969,4
human,New York City Police Department,Loud Music/Party,Park/Playground,825 MORRISON AVENUE,BRONX,40.820840202441815,-73.87264889941089,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,4-40 44 DRIVE,QUEENS,40.74950579969057,-73.95515292290743,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.7566785847184,-73.9208648571337,9
human,New York City Police Department,Loud Talking,Street/Sidewalk,120 DREISER LOOP,BRONX,40.87733163802344,-73.82809189141153,12
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,506 WEST 170 STREET,MANHATTAN,40.84123409116453,-73.93645312471172,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,3152 BRIGHTON 6 STREET,BROOKLYN,40.575727836397036,-73.96113718463543,4
human,New York City Police Department,Loud Talking,Street/Sidewalk, 7 AVENUE,MANHATTAN,40.764532167063734,-73.9807553759258,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BROOKLYN,40.68326742279287,-73.96586628497468,9
human,New York City Police Department,Loud Music/Party,Store/Commercial,216 WEST 18 STREET,MANHATTAN,40.7413653608636,-73.99861426261586,5
human,New York City Police Department,Loud Music/Party,,2405 CROTONA AVENUE,BRONX,40.85432063115172,-73.88343287824773,3
human,New York City Police Department,Loud Music/Party,Park/Playground,101 SOUNDVIEW AVENUE,BRONX,40.8076881613153,-73.85249219181658,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,3155 BROADWAY,MANHATTAN,40.81453554135292,-73.95914444206745,67
human,3-1-1 Call Center,People Created Noise,Home,1226 SHERMAN AVENUE,BRONX,40.83436712694572,-73.91553614766035,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.76857241067503,-73.98066395430244,7
human,New York City Police Department,Loud Talking,Store/Commercial, EAST 86 STREET,MANHATTAN,40.77834664057211,-73.95286598186962,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,59-22 MYRTLE AVENUE,QUEENS,40.70050636983392,-73.89885986911676,3
human,3-1-1 Call Center,People Created Noise,Home,41 MARTENSE STREET,BROOKLYN,40.651301664733715,-73.95740285111376,6
human,New York City Police Department,Loud Music/Party,Store/Commercial,1702 GATES AVENUE,QUEENS,40.70230472541999,-73.90938474445154,15
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,101 AVENUE A,MANHATTAN,40.72573834190075,-73.9837791292774,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.73339977941991,-74.0085551837933,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.71361842965829,-74.00675265756045,6
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,,BROOKLYN,40.69746273293939,-73.99301817461554,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,218-21 JAMAICA AVENUE,QUEENS,40.7180381702753,-73.73654191612825,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,36 HAWTHORNE STREET,BROOKLYN,40.65730504422575,-73.95889113348102,4
human,New York City Police Department,Loud Talking,Park/Playground,,BROOKLYN,40.644989478081726,-73.98091597702562,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,350 EAST 143 STREET,BRONX,40.812897103451725,-73.92213827515442,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,357 SOUTH 3 STREET,BROOKLYN,40.709176387594475,-73.95335854693316,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,2185 PACIFIC STREET,BROOKLYN,40.67571706277107,-73.91419047056506,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.74824676081666,-73.97628845012895,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, WEST 109 STREET,MANHATTAN,40.80294944864667,-73.96567487983313,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,112 8 AVENUE,MANHATTAN,40.740780723738915,-74.00176102580623,4
human,New York City Police Department,Loud Talking,Street/Sidewalk, LEXINGTON AVENUE,MANHATTAN,40.75046461342756,-73.97676046383113,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,65 PUTNAM AVENUE,BROOKLYN,40.68296065127512,-73.95939451418306,17
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.68986342464845,-73.95146453307221,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.81200743765221,-73.95150551022077,4
human,New York City Police Department,Loud Talking,House of Worship,21 CHURCH AVENUE,BROOKLYN,40.64157245600578,-73.98239070162349,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.752566145855184,-73.90524869358502,10
human,New York City Police Department,Loud Talking,Street/Sidewalk,225 EAST 35 STREET,MANHATTAN,40.74593024168329,-73.97652746455425,8
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.807667072840424,-73.94927989187288,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1116 AVENUE U,BROOKLYN,40.598331198937316,-73.96091877384445,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1920 OSBORNE PLACE,BRONX,40.85520796225555,-73.9159037021937,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.72449464505555,-73.98163641207941,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,59-21 CALLOWAY STREET,QUEENS,40.737581934189215,-73.85682602958292,3
human,New York City Police Department,Loud Music/Party,,971 ROGERS AVENUE,BROOKLYN,40.646317750194676,-73.95198989606435,3
human,New York City Police Department,Loud Talking,Park/Playground,,MANHATTAN,40.84536978963485,-73.9405189140908,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.82000567127097,-73.95887372499625,27
human,New York City Police Department,Loud Talking,Street/Sidewalk,3418 GATES PLACE,BRONX,40.8824901122158,-73.88407782803532,34
human,New York City Police Department,Loud Talking,Street/Sidewalk,72 COLUMBIA STREET,MANHATTAN,40.717209809963755,-73.98015939204615,8
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.72841273385018,-73.99425247243117,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,35-27 30 AVENUE,QUEENS,40.76527580585495,-73.91791611169774,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BRONX,40.843863246651146,-73.88338253189656,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BRONX,40.90534678006737,-73.89745563074297,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,310 REID AVENUE,BROOKLYN,40.682306343859345,-73.92894289454478,10
human,New York City Police Department,Loud Music/Party,Store/Commercial,588 RICHMOND ROAD,STATEN ISLAND,40.6122148223455,-74.08795015809423,12
human,New York City Police Department,Loud Talking,Street/Sidewalk,916 CARROLL STREET,BROOKLYN,40.668479828005744,-73.96115884217696,6
human,New York City Police Department,Loud Music/Party,Store/Commercial,153 LENOX AVENUE,MANHATTAN,40.80307499148652,-73.94892579925813,16
human,New York City Police Department,Loud Music/Party,Park/Playground,,QUEENS,40.75827569385723,-73.93335220513019,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,50 5 AVENUE,BROOKLYN,40.681584890216385,-73.97696834613417,32
human,New York City Police Department,Loud Talking,Street/Sidewalk,600 WEST 218 STREET,MANHATTAN,40.87289918174896,-73.91818099611028,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,,BRONX,40.846576569152184,-73.91314959791936,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,555 DRIGGS AVENUE,BROOKLYN,40.71690963346155,-73.95655647759685,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,3669 BROADWAY,MANHATTAN,40.83060933997022,-73.94740866114488,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.585659806278755,-73.81728219404542,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,113 WILSON AVENUE,BROOKLYN,40.70121085010963,-73.92660014695161,7
human,New York City Police Department,Loud Music/Party,Store/Commercial,4618 AVENUE N,BROOKLYN,40.61871888892411,-73.93048743091056,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.77206781556836,-73.92007756415673,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,45 WEST 8 STREET,MANHATTAN,40.733139334673716,-73.99841598017716,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.79783708606363,-73.96945540921905,10
human,New York City Police Department,Loud Music/Party,Store/Commercial,250 HOOPER STREET,BROOKLYN,40.705897285400106,-73.95561146667835,9
human,3-1-1 Call Center,People Created Noise,Home,373 GRAHAM AVENUE,BROOKLYN,40.71576816749356,-73.94459539562013,8
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, WEST 136 STREET,MANHATTAN,40.82014894488679,-73.9531181850767,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,310 MALCOLM X BOULEVARD,BROOKLYN,40.682306343859345,-73.92894289454478,12
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,924 COLUMBUS AVENUE,MANHATTAN,40.7987849389821,-73.96321377679931,60
human,New York City Police Department,Loud Talking,Street/Sidewalk,600 WEST 164 STREET,MANHATTAN,40.83856917947116,-73.94204647344907,23
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BRONX,40.8870811655748,-73.90413473921903,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,395 WYTHE AVENUE,BROOKLYN,40.711132501501076,-73.96654457022544,49
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,107 MACDOUGAL STREET,MANHATTAN,40.7297138891165,-74.00074326038714,89
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,457 BUSHWICK AVENUE,BROOKLYN,40.70182082386739,-73.93693224572522,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,QUEENS,40.748409567922046,-73.89763223911132,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.71677613976884,-73.88583785330468,4
human,New York City Police Department,Loud Music/Party,House of Worship,515 DEAN STREET,BROOKLYN,40.68126289724116,-73.97303492356299,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.80374482371607,-73.9558604664225,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,259 SUMPTER STREET,BROOKLYN,40.68057863305857,-73.91496298210329,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,,STATEN ISLAND,40.57128079258295,-74.11660951083554,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,622 WEST 141 STREET,MANHATTAN,40.82417265543946,-73.9530069547366,4
human,New York City Police Department,Loud Talking,Park/Playground,,QUEENS,40.76726870836011,-73.922188009323,6
human,New York City Police Department,Loud Talking,Street/Sidewalk, PLEASANT AVENUE,MANHATTAN,40.79604549042347,-73.93243314759827,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,155 SOUTH 4 STREET,BROOKLYN,40.71157025286253,-73.96199943182411,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,67 WEST 119 STREET,MANHATTAN,40.80336773982981,-73.94685225612476,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, WEST 169 STREET,MANHATTAN,40.84078436687583,-73.93719805581101,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,1864 TROUTMAN STREET,QUEENS,40.71106168727445,-73.91826783078447,3
