category,agency,description,locationType,address,borough,lat,lng,frequency
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.7398611376435,-73.995016510095,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,BROOKLYN,40.62526846800364,-74.01726276744749,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.815206023675,-73.94748947464201,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,4 BLEECKER STREET,MANHATTAN,40.72527811601702,-73.99242357804201,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.848018388991804,-73.94043702717887,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.73940543614299,-74.00644854131382,19
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.74861464350142,-73.8746312134739,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.755330310892106,-73.9911785099207,10
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,311 LINCOLN PLACE,BROOKLYN,40.67336144156174,-73.96555771874547,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.65160550948103,-74.01050878572379,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,159-04 SANFORD AVENUE,QUEENS,40.76074837210794,-73.80659712555918,4
human,New York City Police Department,Loud Talking,Street/Sidewalk, 1 AVENUE,MANHATTAN,40.732912753613654,-73.98127687705296,9
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,5804 FARRAGUT ROAD,BROOKLYN,40.636556605492814,-73.92094245293143,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,130 BOWERY,MANHATTAN,40.71876493137656,-73.99469341544423,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,290 8 AVENUE,MANHATTAN,40.746316875990175,-73.99772996459035,7
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,66-16 50 AVENUE,QUEENS,40.736978564246385,-73.89863851811016,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,231 BROOK AVENUE,BRONX,40.807460605248814,-73.91930899809635,48
human,New York City Police Department,Loud Music/Party,House of Worship,,BROOKLYN,40.67206324438088,-73.92524432147842,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,STATEN ISLAND,40.619625440850974,-74.13381841372197,3
human,New York City Police Department,Loud Talking,Store/Commercial,132 ORCHARD STREET,MANHATTAN,40.71985971813531,-73.989328936105,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.653776993419996,-73.95616511449066,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,40-08 74 STREET,QUEENS,40.746342500662834,-73.89134499223596,6
human,New York City Police Department,Loud Music/Party,Park/Playground,1 TRIBOROUGH PLAZA,MANHATTAN,40.79851563581914,-73.923473400076,9
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,271W WEST 144 STREET,MANHATTAN,40.821765735517005,-73.94144327563008,6
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,511 AMSTERDAM AVENUE,MANHATTAN,40.78670594836629,-73.97571502544679,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.74776886981272,-74.00039699417712,6
human,New York City Police Department,Loud Talking,Store/Commercial,1319 EAST 17 STREET,BROOKLYN,40.61803783756274,-73.95810125920815,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.754876209548584,-73.96852222092697,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.74026182990242,-74.00586402592275,6
human,New York City Police Department,Loud Talking,Street/Sidewalk,,BROOKLYN,40.646884701479976,-73.94915346941922,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.79531188959689,-73.93591187879208,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.799285633381594,-73.94536021697608,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,184-11 JAMAICA AVENUE,QUEENS,40.70923340120868,-73.7756221183023,10
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,101 WEST 126 STREET,MANHATTAN,40.808650683577945,-73.94545728674434,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,128 WEST HOUSTON STREET,MANHATTAN,40.72761140149759,-74.00126999709673,22
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,168 WYTHE AVENUE,BROOKLYN,40.71944447795797,-73.96053029535764,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,MANHATTAN,40.78452187103925,-73.97947129351718,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.71997252866537,-73.99289676796991,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,109 EAST 116 STREET,MANHATTAN,40.79904275099518,-73.94259015149593,18
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,495E EAST 158 STREET,BRONX,40.821381776195096,-73.91173726776118,35
human,New York City Police Department,Loud Talking,Street/Sidewalk,570 WEST 156 STREET,MANHATTAN,40.83320462178908,-73.9448047651251,53
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,BROOKLYN,40.71406683853189,-73.95162366223573,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.82264393376656,-73.95321759407697,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,610 WEST 135 STREET,MANHATTAN,40.82097117891291,-73.95713527124317,3
human,New York City Police Department,Loud Music/Party,Park/Playground,,MANHATTAN,40.71670871778625,-73.98915628749786,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,4312 3 AVENUE,BROOKLYN,40.651476491113,-74.01065652239187,15
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.625823381321474,-73.92761248531855,21
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,145 CENTRAL AVENUE,BROOKLYN,40.69940258942161,-73.9274532531371,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.74835618772075,-74.00368486025813,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,851 6 AVENUE,MANHATTAN,40.74718652290487,-73.98969628662965,4
human,New York City Police Department,Loud Talking,Street/Sidewalk,260 LENOX AVENUE,MANHATTAN,40.80663919669058,-73.94630058482072,32
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,370 WEST 51 STREET,MANHATTAN,40.76385793389865,-73.98791402197645,38
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,133-42 37 AVENUE,QUEENS,40.760666856747505,-73.8334827391069,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.612833675906316,-74.0336474825322,10
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,870 BROADWAY,MANHATTAN,40.73761836323345,-73.99016686972794,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,66 WATER STREET,BROOKLYN,40.70326506680783,-73.99150278289446,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,206 STARR STREET,BROOKLYN,40.704993687318826,-73.92323451550983,7
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,150 MANSION AVENUE,STATEN ISLAND,40.54431324233312,-74.14089968651166,3
human,New York City Police Department,Loud Music/Party,Store/Commercial, ATLANTIC AVENUE,QUEENS,40.68406401907324,-73.86321106542219,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,180 VARICK STREET,MANHATTAN,40.72747952977413,-74.00548045958418,6
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,659 WEST 162 STREET,MANHATTAN,40.83812039627257,-73.944797072807,16
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2715 AVENUE U,BROOKLYN,40.60014699391566,-73.94451128616055,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,486 COLUMBIA STREET,BROOKLYN,40.675158692875904,-74.0074661801279,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,62 AVENUE C,MANHATTAN,40.72261419868281,-73.97991606884368,139
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.689830985506156,-73.86337592397834,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,50 AVENUE B,MANHATTAN,40.7230840006448,-73.98267581874258,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,880 AMSTERDAM AVENUE,MANHATTAN,40.79860220563392,-73.967060438616,1
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,1012 ST JOHNS PLACE,BROOKLYN,40.67132767442706,-73.94472603971585,1
human,3-1-1 Call Center,People Created Noise,Street/Sidewalk,,BROOKLYN,40.70219182657424,-73.92833743449728,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,2721 MORRIS AVENUE,BRONX,40.86811605903075,-73.89547747627884,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,36-45 MAIN STREET,QUEENS,40.762239486552765,-73.83151867044023,8
human,New York City Police Department,Loud Talking,Street/Sidewalk,514 WEST 148 STREET,MANHATTAN,40.827433469707145,-73.9468944608828,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.675663139403085,-73.90168431635206,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,113 LUDLOW STREET,MANHATTAN,40.719425986286495,-73.98870129999074,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,,QUEENS,40.749562985261896,-73.85479359817782,1
human,New York City Police Department,Loud Music/Party,Store/Commercial,1334 ST JOHNS PLACE,BROOKLYN,40.67076506965472,-73.93441657182386,1
human,New York City Police Department,Loud Talking,Club/Bar/Restaurant,35 COOPER SQUARE,MANHATTAN,40.728179214069065,-73.99090789784398,7
human,New York City Police Department,Loud Music/Party,Store/Commercial,767 NOSTRAND AVENUE,BROOKLYN,40.67110792289251,-73.9503750850796,7
human,New York City Police Department,Loud Talking,Street/Sidewalk,610 WEST 164 STREET,MANHATTAN,40.838618644093884,-73.94216569127721,14
human,New York City Police Department,Loud Talking,Street/Sidewalk,,MANHATTAN,40.824031763014034,-73.9447581761541,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,245 SOUTH 3 STREET,BROOKLYN,40.71073706249216,-73.95762457540624,26
human,3-1-1 Call Center,People Created Noise,Home,519 WEST 134 STREET,MANHATTAN,40.8188428746513,-73.95415239257143,6
human,New York City Police Department,Loud Music/Party,House of Worship,216 EAST 118 STREET,MANHATTAN,40.798993966412745,-73.93847272331215,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,1647 ST NICHLAS AVENUE,MANHATTAN,40.856544870014254,-73.9284639349079,4
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,200 WEST 108 STREET,MANHATTAN,40.801906301209804,-73.96516974145905,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant, FLATBUSH AVENUE,BROOKLYN,40.6166080001608,-73.93025190056096,4
human,3-1-1 Call Center,People Created Noise,Home,,MANHATTAN,40.70638029595102,-74.00950391062128,4
human,New York City Police Department,Loud Music/Party,Store/Commercial,135 WEST 20 STREET,MANHATTAN,40.741505254627235,-73.99527621342358,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,MANHATTAN,40.75962608520787,-73.99547346072606,13
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,145 BEDFORD AVENUE,BROOKLYN,40.7190175651618,-73.95643966417478,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,,MANHATTAN,40.79997877461986,-73.94273381900739,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,355 CLINTON AVENUE,BROOKLYN,40.687319218683854,-73.96764185370982,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2271 7 AVENUE,MANHATTAN,40.814372909738026,-73.94436880195522,16
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,104-07 LIBERTY AVENUE,QUEENS,40.68207808807897,-73.83682296639265,36
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,78-14 JAMAICA AVENUE,QUEENS,40.69188446398799,-73.86370346984236,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,435 DEKALB AVENUE,BROOKLYN,40.69039368983331,-73.95995972496533,6
human,3-1-1 Call Center,People Created Noise,Bar/Restaurant,411 THIRD AVENUE,MANHATTAN,40.74244240641559,-73.9805055353544,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,408 8 AVENUE,MANHATTAN,40.749923393658534,-73.99510237707422,15
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,2350 BROADWAY,MANHATTAN,40.788056561625716,-73.9767076188467,9
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.750138826626284,-73.88059430289672,3
human,New York City Police Department,Loud Music/Party,Park/Playground, ST NICHOLAS AVENUE,MANHATTAN,40.820917210025534,-73.94624209402338,4
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1695 2 AVENUE,MANHATTAN,40.77899359493101,-73.95094100436678,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,39-19 QUEENS BOULEVARD,QUEENS,40.74395146367627,-73.92539462395438,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,528 WEST 159 STREET,MANHATTAN,40.83450977172114,-73.94208614689512,4
human,3-1-1 Call Center,People Created Noise,Home,10110 AVENUE J,BROOKLYN,40.64407358744491,-73.89561223576831,5
human,New York City Police Department,Loud Music/Party,Street/Sidewalk,485 ST MARKS AVENUE,BROOKLYN,40.67638649260919,-73.95820520381533,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.687416593548555,-73.97268628097956,8
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,1644 3 AVENUE,MANHATTAN,40.78273200949874,-73.95114046220057,5
human,New York City Police Department,Loud Talking,Street/Sidewalk,258 WEST 97 STREET,MANHATTAN,40.79558429234635,-73.97192679804773,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,2013 5 AVENUE,MANHATTAN,40.8061213379262,-73.94246484338393,7
human,New York City Police Department,Loud Music/Party,Park/Playground,5715 AVENUE H,BROOKLYN,40.63333140468156,-73.92083458530028,7
human,New York City Police Department,Loud Music/Party,Store/Commercial,2498 FREDRICK DOUGLAS BOULEVARD,MANHATTAN,40.81553801930246,-73.94723632272968,3
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,66-28 FOREST AVENUE,QUEENS,40.70689710411462,-73.90311704974741,10
human,New York City Police Department,Loud Talking,Park/Playground, WEST 92 STREET,MANHATTAN,,,3
human,New York City Police Department,Loud Music/Party,Store/Commercial,1123 BROADWAY,BROOKLYN,40.69370017537172,-73.92940675854975,7
human,New York City Police Department,Loud Music/Party,House of Worship,801 DEAN STREET,BROOKLYN,40.67922632975442,-73.96330856984594,12
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,90-15 31 AVENUE,QUEENS,40.760045034169664,-73.8783637940509,26
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,BROOKLYN,40.652626883466056,-74.00616265386478,5
human,New York City Police Department,Loud Music/Party,Club/Bar/Restaurant,,QUEENS,40.742019902322454,-73.9265515797801,10
human,3-1-1 Call Center,People Created Noise,Home,,BROOKLYN,40.67493001741497,-73.86606701371034,3
human,New York City Police Department,Loud Music/Party,Street/Sidewalk, WEST 108 STREET,MANHATTAN,40.801139954782386,-73.96333889296255,3
human,New York City Police Department,Loud Talking,Street/Sidewalk,721 EAST 5 STREET,MANHATTAN,40.7226030607634,-73.97902497641081,13
human,3-1-1 Call Center,People Created Noise,,435 EAST 74 STREET,MANHATTAN,40.76875429770648,-73.95415077291847,3
human,3-1-1 Call Center,People Created Noise,Home,1115 JEROME AVENUE,BRONX,40.834636704051505,-73.92429915312455,6
